Gene_Symbol	type	file
CARD8	Oncogene	allOnco_Feb2017.tsv
CARF	TranscriptionFactor	addTF_JL.tsv
CARS	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CARS1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CASC1	TumorSuppressorGene	TumorSuppressorGene.txt
CASC2	TumorSuppressorGene	TumorSuppressorGene.txt
CASC3	Oncogene	allOnco_Feb2017.tsv
CASK	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
CASP1	Oncogene	allOnco_Feb2017.tsv
CASP2	TumorSuppressorGene	TumorSuppressorGene.txt
CASP3	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
CASP5	TumorSuppressorGene	TumorSuppressorGene.txt
CASP8	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CASP9	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CASZ1	TranscriptionFactor	addTF_JL.tsv
CAT	TumorSuppressorGene	TumorSuppressorGene.txt
CAV1	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
CAVIN3	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
CBFA2T3	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CBFB	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CBL	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CBLB	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CBLC	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CBLL2	TranscriptionFactor	addTF_JL.tsv
CBX2	TranscriptionFactor	addTF_JL.tsv
CBX4	Oncogene	allOnco_Feb2017.tsv
CBX5	TumorSuppressorGene	TumorSuppressorGene.txt
CC2D1A	TranscriptionFactor	addTF_JL.tsv
CCAR1	TumorSuppressorGene	TumorSuppressorGene.txt
CCAR2	TumorSuppressorGene	TumorSuppressorGene.txt
CCDC136	TumorSuppressorGene	TumorSuppressorGene.txt
CCDC154	TumorSuppressorGene	TumorSuppressorGene.txt
CCDC169-SOHLH2	TranscriptionFactor	addTF_JL.tsv
CCDC17	TranscriptionFactor	addTF_JL.tsv
CCDC6	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CCDC67	TumorSuppressorGene	TumorSuppressorGene.txt
CCK4	Kinase	Kincat_Hsap.08.02.txt
CCL7	Oncogene	allOnco_Feb2017.tsv
CCN1	Oncogene	allOnco_Feb2017.tsv
CCN2	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
CCN3	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
CCN5	Oncogene	allOnco_Feb2017.tsv
CCN6	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
CCNA2	Oncogene	allOnco_Feb2017.tsv
CCNB1	Oncogene	allOnco_Feb2017.tsv
CCNB1IP1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CCNC	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CCND1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CCND2	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CCND2-AS1	Oncogene	allOnco_Feb2017.tsv
CCND3	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CCNDBP1	TumorSuppressorGene	TumorSuppressorGene.txt
CCNE1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CCNF	Oncogene	allOnco_Feb2017.tsv
CCNG1	Oncogene	allOnco_Feb2017.tsv
CCNH	Oncogene	allOnco_Feb2017.tsv
CCNT1	Oncogene	allOnco_Feb2017.tsv
CCR1	Oncogene	allOnco_Feb2017.tsv
CCR4	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
CCR7	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CCR9	Oncogene	allOnco_Feb2017.tsv
CCRK	Kinase	Kincat_Hsap.08.02.txt
CD109	Oncogene	allOnco_Feb2017.tsv
CD151	Oncogene	allOnco_Feb2017.tsv
CD200	Oncogene	allOnco_Feb2017.tsv
CD209	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
CD248	Oncogene	allOnco_Feb2017.tsv
CD274	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CD28	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
CD4	TumorSuppressorGene	TumorSuppressorGene.txt
CD44	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
CD46	Oncogene	allOnco_Feb2017.tsv
CD52	Oncogene	allOnco_Feb2017.tsv
CD53	Oncogene	allOnco_Feb2017.tsv
CD55	Oncogene	allOnco_Feb2017.tsv
CD6	Oncogene	allOnco_Feb2017.tsv
CD69	Oncogene	allOnco_Feb2017.tsv
CD74	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CD79A	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CD79B	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CD82	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
CD9	Oncogene	allOnco_Feb2017.tsv
CDA	Oncogene	allOnco_Feb2017.tsv
CDC2	Kinase	Kincat_Hsap.08.02.txt
CDC20	Oncogene	allOnco_Feb2017.tsv
CDC25A	Oncogene	allOnco_Feb2017.tsv
CDC25B	Oncogene	allOnco_Feb2017.tsv
CDC25C	Oncogene	allOnco_Feb2017.tsv
CDC27	Oncogene	allOnco_Feb2017.tsv
CDC34	Oncogene	allOnco_Feb2017.tsv
CDC42	Oncogene	allOnco_Feb2017.tsv
CDC42BPA	Kinase	PfamKinase
CDC42BPB	Kinase	PfamKinase
CDC42BPG	Kinase	PfamKinase
CDC42EP1	Oncogene	allOnco_Feb2017.tsv
CDC5L	TranscriptionFactor	addTF_JL.tsv
CDC6	Oncogene	allOnco_Feb2017.tsv
CDC7	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
CDC73	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CDCP1	TumorSuppressorGene	TumorSuppressorGene.txt
CDH1	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CDH10	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CDH11	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CDH13	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
CDH17	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv
CDH20	Oncogene	allOnco_Feb2017.tsv
CDH4	TumorSuppressorGene	TumorSuppressorGene.txt
CDH5	TumorSuppressorGene	TumorSuppressorGene.txt
CDK1	Kinase	Kincat_Hsap.08.02.txt
CDK1	Oncogene, Kinase	allOnco_Feb2017.tsv, PfamKinase
CDK10	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
CDK11	Kinase	Kincat_Hsap.08.02.txt
CDK11A	Oncogene, Kinase	allOnco_Feb2017.tsv, PfamKinase
CDK11B	Oncogene, Kinase	allOnco_Feb2017.tsv, PfamKinase
CDK12	CosmicCensus, Kinase	Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase
CDK13	Kinase	PfamKinase
CDK14	Kinase	PfamKinase
CDK15	Kinase	PfamKinase
CDK16	Oncogene, Kinase	allOnco_Feb2017.tsv, PfamKinase
CDK17	Kinase	PfamKinase
CDK18	Oncogene, Kinase	allOnco_Feb2017.tsv, PfamKinase
CDK19	Kinase	Kincat_Hsap.08.02.txt
CDK19	Kinase	PfamKinase
CDK2	Kinase, TumorSuppressorGene, Oncogene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, allOnco_Feb2017.tsv, PfamKinase
CDK20	Kinase	Kincat_Hsap.08.02.txt
CDK20	Oncogene, Kinase	allOnco_Feb2017.tsv, PfamKinase
CDK2AP1	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
CDK3	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
CDK4	Kinase, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, PfamKinase
CDK4ps	Kinase	Kincat_Hsap.08.02.txt
CDK5	Kinase, Oncogene	Kincat_Hsap.08.02.txt, allOnco_Feb2017.tsv, PfamKinase
CDK5R1	Oncogene	allOnco_Feb2017.tsv
CDK5ps	Kinase	Kincat_Hsap.08.02.txt
CDK6	Kinase, TumorSuppressorGene, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, PfamKinase
CDK7	Kinase, Oncogene	Kincat_Hsap.08.02.txt, allOnco_Feb2017.tsv, PfamKinase
CDK7ps	Kinase	Kincat_Hsap.08.02.txt
CDK8	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
CDK8ps	Kinase	Kincat_Hsap.08.02.txt
CDK9	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
CDKL1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
CDKL2	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
CDKL3	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
CDKL4	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
CDKL5	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
CDKN1A	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CDKN1B	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CDKN1C	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
CDKN2A	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CDKN2B	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
CDKN2C	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CDKN2D	Oncogene	allOnco_Feb2017.tsv
CDKN3	Oncogene	allOnco_Feb2017.tsv
CDO1	TumorSuppressorGene	TumorSuppressorGene.txt
CDT1	Oncogene	allOnco_Feb2017.tsv
CDX1	TranscriptionFactor	addTF_JL.tsv
CDX2	TumorSuppressorGene, CosmicCensus, Oncogene, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
CDX4	TranscriptionFactor	addTF_JL.tsv
CEACAM1	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
CEACAM7	Oncogene	allOnco_Feb2017.tsv
CEBPA	TumorSuppressorGene, CosmicCensus, Oncogene, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
CEBPB	Oncogene, TranscriptionFactor	allOnco_Feb2017.tsv, addTF_JL.tsv
CEBPD	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
CEBPE	TranscriptionFactor	addTF_JL.tsv
CEBPG	TranscriptionFactor	addTF_JL.tsv
CEBPZ	TranscriptionFactor	addTF_JL.tsv
CELA1	Oncogene	allOnco_Feb2017.tsv
CENPA	TranscriptionFactor	addTF_JL.tsv
CENPB	TranscriptionFactor	addTF_JL.tsv
CENPBD1	TranscriptionFactor	addTF_JL.tsv
CENPBD1P	TranscriptionFactor	addTF_JL.tsv
CENPF	Oncogene	allOnco_Feb2017.tsv
CENPS	TumorSuppressorGene	TumorSuppressorGene.txt
CENPS	TranscriptionFactor	addTF_JL.tsv
CENPT	TranscriptionFactor	addTF_JL.tsv
CENPX	TranscriptionFactor	addTF_JL.tsv
CEP43	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CEP89	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
CFAP20	Oncogene	allOnco_Feb2017.tsv
CFLAR	Oncogene	allOnco_Feb2017.tsv
CFP	Oncogene	allOnco_Feb2017.tsv
CFTR	TumorSuppressorGene	TumorSuppressorGene.txt
CGDps	Kinase	Kincat_Hsap.08.02.txt
CGGBP1	TranscriptionFactor	addTF_JL.tsv
CHAMP1	TranscriptionFactor	addTF_JL.tsv
CHCHD3	TranscriptionFactor	addTF_JL.tsv
CHCHD7	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CHD1	TumorSuppressorGene	TumorSuppressorGene.txt
CHD2	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CHD3	Oncogene	allOnco_Feb2017.tsv
CHD4	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
CHD5	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
CHD9	Oncogene	allOnco_Feb2017.tsv
CHED	Kinase	Kincat_Hsap.08.02.txt
CHEK1	TumorSuppressorGene, Kinase	TumorSuppressorGene.txt, PfamKinase
CHEK2	TumorSuppressorGene, CosmicCensus, Oncogene, Kinase	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, PfamKinase
CHFR	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
CHGA	Oncogene	allOnco_Feb2017.tsv
CHIC2	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CHK1	Kinase	Kincat_Hsap.08.02.txt
CHK2	Kinase	Kincat_Hsap.08.02.txt
CHK2ps1	Kinase	Kincat_Hsap.08.02.txt
CHK2ps2	Kinase	Kincat_Hsap.08.02.txt
CHKA	Oncogene, Kinase	allOnco_Feb2017.tsv, PfamKinase
CHKB	Kinase	PfamKinase
CHL1	Oncogene	allOnco_Feb2017.tsv
CHN1	Oncogene	allOnco_Feb2017.tsv
CHRNB4	Oncogene	allOnco_Feb2017.tsv
CHST10	TumorSuppressorGene	TumorSuppressorGene.txt
CHST11	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
CHUK	TumorSuppressorGene, Kinase	TumorSuppressorGene.txt, PfamKinase
CIC	TumorSuppressorGene, CosmicCensus, Oncogene, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
CIITA	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CILK1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
CIP2A	Oncogene	allOnco_Feb2017.tsv
CIRBP	Oncogene	allOnco_Feb2017.tsv
CIT	Kinase	PfamKinase
CITED2	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
CITED4	Oncogene	allOnco_Feb2017.tsv
CIZ1	TumorSuppressorGene	TumorSuppressorGene.txt
CK1a	Kinase	Kincat_Hsap.08.02.txt
CK1a2	Kinase	Kincat_Hsap.08.02.txt
CK1aps1	Kinase	Kincat_Hsap.08.02.txt
CK1aps2	Kinase	Kincat_Hsap.08.02.txt
CK1aps3	Kinase	Kincat_Hsap.08.02.txt
CK1d	Kinase	Kincat_Hsap.08.02.txt
CK1e	Kinase	Kincat_Hsap.08.02.txt
CK1g1	Kinase	Kincat_Hsap.08.02.txt
CK1g2	Kinase	Kincat_Hsap.08.02.txt
CK1g2ps	Kinase	Kincat_Hsap.08.02.txt
CK1g3	Kinase	Kincat_Hsap.08.02.txt
CK2a1	Kinase	Kincat_Hsap.08.02.txt
CK2a1-rs	Kinase	Kincat_Hsap.08.02.txt
CK2a2	Kinase	Kincat_Hsap.08.02.txt
CKS1B	Oncogene	allOnco_Feb2017.tsv
CKS1BP7	Oncogene	allOnco_Feb2017.tsv
CKS2	Oncogene	allOnco_Feb2017.tsv
CLDN1	TumorSuppressorGene	TumorSuppressorGene.txt
CLDN23	TumorSuppressorGene	TumorSuppressorGene.txt
CLDN4	Oncogene	allOnco_Feb2017.tsv
CLIC4	Oncogene	allOnco_Feb2017.tsv
CLIK1	Kinase	Kincat_Hsap.08.02.txt
CLIK1L	Kinase	Kincat_Hsap.08.02.txt
CLIP1	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
CLK1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
CLK2	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
CLK2ps	Kinase	Kincat_Hsap.08.02.txt
CLK3	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
CLK3ps	Kinase	Kincat_Hsap.08.02.txt
CLK4	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
CLOCK	TranscriptionFactor	addTF_JL.tsv
CLP1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CLTC	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CLTCL1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CLU	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
CMC4	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CMC4	Oncogene	allOnco_Feb2017.tsv
CMTM3	TumorSuppressorGene	TumorSuppressorGene.txt
CMTM5	TumorSuppressorGene	TumorSuppressorGene.txt
CMTM7	Oncogene	allOnco_Feb2017.tsv
CNBD1	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
CNBP	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CNDP2	TumorSuppressorGene	TumorSuppressorGene.txt
CNN1	TumorSuppressorGene	TumorSuppressorGene.txt
CNNM4	Oncogene	allOnco_Feb2017.tsv
CNOT3	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv
CNR2	Oncogene	allOnco_Feb2017.tsv
CNTN4	Oncogene	allOnco_Feb2017.tsv
CNTN6	Oncogene	allOnco_Feb2017.tsv
CNTNAP2	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv
CNTRL	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
COL11A1	Oncogene	allOnco_Feb2017.tsv
COL16A1	Oncogene	allOnco_Feb2017.tsv
COL19A1	Oncogene	allOnco_Feb2017.tsv
COL1A1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
COL1A2	Oncogene	allOnco_Feb2017.tsv
COL28A1	Oncogene	allOnco_Feb2017.tsv
COL2A1	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
COL3A1	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
COL4A3	Oncogene	allOnco_Feb2017.tsv
COL7A1	Oncogene	allOnco_Feb2017.tsv
COP1	TumorSuppressorGene	TumorSuppressorGene.txt
COPS2	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
COQ8A	Kinase	Kincat_Hsap.08.02.txt
COQ8B	Kinase	Kincat_Hsap.08.02.txt
CORO1A	Oncogene	allOnco_Feb2017.tsv
CORO1C	Oncogene	allOnco_Feb2017.tsv
CORO2A	Oncogene	allOnco_Feb2017.tsv
CORO2B	Oncogene	allOnco_Feb2017.tsv
COT	Kinase	Kincat_Hsap.08.02.txt
COTL1	Oncogene	allOnco_Feb2017.tsv
COX19	Oncogene	allOnco_Feb2017.tsv
COX6C	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CPEB1	TranscriptionFactor	addTF_JL.tsv
CPEB3	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
CPLX2	Oncogene	allOnco_Feb2017.tsv
CPNE7	TumorSuppressorGene	TumorSuppressorGene.txt
CPXCR1	TranscriptionFactor	addTF_JL.tsv
CR1L	Oncogene	allOnco_Feb2017.tsv
CR2	Oncogene	allOnco_Feb2017.tsv
CRB2	Oncogene	allOnco_Feb2017.tsv
CREB1	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
CREB3	TranscriptionFactor	addTF_JL.tsv
CREB3L1	TumorSuppressorGene, CosmicCensus, Oncogene, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
CREB3L2	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
CREB3L3	TranscriptionFactor	addTF_JL.tsv
CREB3L4	TranscriptionFactor	addTF_JL.tsv
CREB5	TranscriptionFactor	addTF_JL.tsv
CREBBP	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CREBL2	TranscriptionFactor	addTF_JL.tsv
CREBZF	TranscriptionFactor	addTF_JL.tsv
CREM	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
CRIK	Kinase	Kincat_Hsap.08.02.txt
CRIP2	Oncogene	allOnco_Feb2017.tsv
CRK	Oncogene	allOnco_Feb2017.tsv
CRK7	Kinase	Kincat_Hsap.08.02.txt
CRKL	Oncogene	allOnco_Feb2017.tsv
CRLF2	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CRNKL1	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
CRNN	TumorSuppressorGene	TumorSuppressorGene.txt
CRTC1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CRTC2	Oncogene	allOnco_Feb2017.tsv
CRTC3	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CRX	TranscriptionFactor	addTF_JL.tsv
CRYAA	Oncogene	allOnco_Feb2017.tsv
CRYAB	Oncogene	allOnco_Feb2017.tsv
CSE1L	Oncogene	allOnco_Feb2017.tsv
CSF1	Oncogene	allOnco_Feb2017.tsv
CSF1R	Kinase	Kincat_Hsap.08.02.txt
CSF1R	CosmicCensus, Oncogene, Kinase	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, PfamKinase
CSF2	TumorSuppressorGene	TumorSuppressorGene.txt
CSF3R	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CSK	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
CSMD1	TumorSuppressorGene	TumorSuppressorGene.txt
CSMD3	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CSNK1A1	TumorSuppressorGene, Oncogene, Kinase	TumorSuppressorGene.txt, allOnco_Feb2017.tsv, PfamKinase
CSNK1A1L	Kinase	PfamKinase
CSNK1D	Kinase	PfamKinase
CSNK1E	Kinase	PfamKinase
CSNK1G1	Kinase	PfamKinase
CSNK1G2	Kinase	PfamKinase
CSNK1G3	Kinase	PfamKinase
CSNK2A1	Oncogene, Kinase	allOnco_Feb2017.tsv, PfamKinase
CSNK2A2	Kinase	PfamKinase
CSNK2A3	Kinase	PfamKinase
CSPG4	Oncogene	allOnco_Feb2017.tsv
CSRNP1	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
CSRNP2	TranscriptionFactor	addTF_JL.tsv
CSRNP3	TranscriptionFactor	addTF_JL.tsv
CST5	TumorSuppressorGene	TumorSuppressorGene.txt
CST6	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
CSTA	Oncogene	allOnco_Feb2017.tsv
CSTB	Oncogene	allOnco_Feb2017.tsv
CTCF	TumorSuppressorGene, CosmicCensus, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv
CTCFL	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
CTDSPL	TumorSuppressorGene	TumorSuppressorGene.txt
CTGF	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
CTHRC1	Oncogene	allOnco_Feb2017.tsv
CTIF	Oncogene	allOnco_Feb2017.tsv
CTK	Kinase	Kincat_Hsap.08.02.txt
CTNNA1	Oncogene	allOnco_Feb2017.tsv
CTNNA2	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv
CTNNA3	TumorSuppressorGene	TumorSuppressorGene.txt
CTNNB1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CTNNBIP1	TumorSuppressorGene	TumorSuppressorGene.txt
CTNND1	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CTNND2	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
CTSB	Oncogene	allOnco_Feb2017.tsv
CTSH	Oncogene	allOnco_Feb2017.tsv
CTSL	Oncogene	allOnco_Feb2017.tsv
CTTN	Oncogene	allOnco_Feb2017.tsv
