ApprovedGeneSymbol	Symbol.V5	OldSymbol	coding_gene	protein_HOPE	protein_GBM
CRIPT	CRIPT	CRIPT	TRUE	NP_054890.1	NP_054890.1
CRISP3	CRISP3	CRISP3	TRUE	NP_001177915.1	NP_001177915.1
CRISPLD1	CRISPLD1	CRISPLD1	TRUE	NP_113649.1	NP_113649.1
CRISPLD2	CRISPLD2	CRISPLD2	TRUE	NA	NP_113664.1
CRK	CRK	CRK	TRUE	NP_058431.2	NP_058431.2;NP_005197.3
CRKL	CRKL	CRKL	TRUE	NP_005198.1	NP_005198.1
CRLF1	CRLF1	CRLF1	TRUE	NP_004741.1	NP_004741.1
CRLF3	CRLF3	CRLF3	TRUE	NP_057070.3	NP_057070.3
CRLS1	CRLS1	CRLS1	TRUE	NA	NP_001120930.1
CRMP1	CRMP1	CRMP1	TRUE	NP_001014809.1;NP_001304.1	NP_001014809.1;NP_001304.1
CRNKL1	CRNKL1	CRNKL1	TRUE	NP_001265554.1	NP_001265554.1
CROCC	CROCC	CROCC	TRUE	NP_055490.4	NP_055490.4
CROT	CROT	CROT	TRUE	NP_066974.2	NP_066974.2
CRP	CRP	CRP	TRUE	NP_000558.2	NP_000558.2
CRTAC1	CRTAC1	CRTAC1	TRUE	NP_060528.3	NP_001193457.1
CRTAP	CRTAP	CRTAP	TRUE	NP_006362.1	NP_006362.1
CRTC1	CRTC1	CRTC1	TRUE	NP_001091952.1	NP_056136.2
CRTC2	CRTC2	CRTC2	TRUE	NP_859066.1	NP_859066.1
CRTC3	CRTC3	CRTC3	TRUE	NP_073606.3;NP_001036039.1	NP_073606.3;NP_001036039.1
CRY1	CRY1	CRY1	TRUE	NP_004066.1	NP_004066.1
CRY2	CRY2	CRY2	TRUE	NP_001120929.1	NP_001120929.1
CRYAB	CRYAB	CRYAB	TRUE	NP_001276736.1	NP_001276736.1
CRYBB1	CRYBB1	CRYBB1	TRUE	NP_001878.1	NP_001878.1
CRYBG1	CRYBG1	CRYBG1	TRUE	NP_001615.2	NP_001615.2
CRYBG3	CRYBG3	CRYBG3	TRUE	NP_705833.3	NP_705833.3
CRYGS	CRYGS	CRYGS	TRUE	NP_060011.1	NP_060011.1
CRYL1	CRYL1	CRYL1	TRUE	NP_057058.2	NP_057058.2
CRYM	CRYM	CRYM	TRUE	NP_001879.1	NP_001879.1
CRYZ	CRYZ	CRYZ	TRUE	NP_001123514.1	NP_001123514.1
CRYZL1	CRYZL1	CRYZL1	TRUE	NP_665857.2	NP_665857.2
CS	CS	CS	TRUE	NP_004068.2	NP_004068.2
CSAD	CSAD	CSAD	TRUE	NP_001231634.1	NP_001231634.1
CSDC2	CSDC2	CSDC2	TRUE	NP_055275.1	NP_055275.1
CSDE1	CSDE1	CSDE1	TRUE	NP_001229820.1	NP_001229820.1;NP_001123995.1
CSE1L	CSE1L	CSE1L	TRUE	NP_001307.2	NP_001307.2
CSF1	CSF1	CSF1	TRUE	NP_000748.3	NP_000748.3
CSF1R	CSF1R	CSF1R	TRUE	NP_001275634.1	NP_001275634.1
CSK	CSK	CSK	TRUE	NP_001120662.1	NP_001120662.1
CSMD1	CSMD1	CSMD1	TRUE	NP_150094.5	NP_150094.5
CSMD2	CSMD2	CSMD2	TRUE	NP_001268885.1	NP_001268885.1
CSMD3	CSMD3	CSMD3	TRUE	NP_443132.3	NP_443132.3
CSNK1A1	CSNK1A1	CSNK1A1	TRUE	NP_001883.4;NP_001020276.1;NP_001258670.1	NP_001020276.1;NP_001258670.1
CSNK1D	CSNK1D	CSNK1D	TRUE	NP_620693.1	NP_620693.1;NP_001884.2
CSNK1G1	CSNK1G1	CSNK1G1	TRUE	NP_001316534.1	NP_001316534.1
CSNK1G2	CSNK1G2	CSNK1G2	TRUE	NP_001310.3	NP_001310.3
CSNK1G3	CSNK1G3	CSNK1G3	TRUE	NP_001026982.1	NP_001257501.1
CSNK2A1	CSNK2A1	CSNK2A1	TRUE	NP_001349699.1	NP_001349699.1
CSNK2A2	CSNK2A2	CSNK2A2	TRUE	NP_001887.1	NP_001887.1
CSNK2B	CSNK2B	CSNK2B	TRUE	NP_001311.3	NP_001311.3
CSPG4	CSPG4	CSPG4	TRUE	NP_001888.2	NP_001888.2
CSPG5	CSPG5	CSPG5	TRUE	NP_006565.2;NP_001193872.1	NP_006565.2;NP_001193872.1
CSPP1	CSPP1	CSPP1	TRUE	NP_001350060.1	NP_001350060.1
CSRP1	CSRP1	CSRP1	TRUE	NP_001180500.1	NP_001180500.1
CSRP2	CSRP2	CSRP2	TRUE	NP_001287894.1	NP_001287894.1
CST3	CST3	CST3	TRUE	NP_000090.1	NP_000090.1
CSTA	CSTA	CSTA	TRUE	NA	NP_005204.1
CSTB	CSTB	CSTB	TRUE	NP_000091.1	NP_000091.1
CSTF1	CSTF1	CSTF1	TRUE	NP_001028693.1	NP_001028693.1
CSTF2	CSTF2	CSTF2	TRUE	NP_001293138.1;NP_001293135.1	NP_001293138.1;NP_001293135.1
CSTF2T	CSTF2T	CSTF2T	TRUE	NP_056050.1	NP_056050.1
CSTF3	CSTF3	CSTF3	TRUE	NP_001317.1	NP_001317.1
CTBP1	CTBP1	CTBP1	TRUE	NP_001319.1	NP_001319.1
CTBP2	CTBP2	CTBP2	TRUE	NP_073713.2	NP_001077383.1
CTBS	CTBS	CTBS	TRUE	NP_004379.1	NP_004379.1
CTCF	CTCF	CTCF	TRUE	NP_001350845.1	NP_001350845.1
CTDNEP1	CTDNEP1	CTDNEP1	TRUE	NP_001137247.1	NP_001137247.1
CTDP1	CTDP1	CTDP1	TRUE	NP_004706.3	NP_004706.3
CTDSP1	CTDSP1	CTDSP1	TRUE	NP_872580.1	NP_872580.1
CTDSP2	CTDSP2	CTDSP2	TRUE	NA	NP_005721.3
CTDSPL2	CTDSPL2	CTDSPL2	TRUE	NP_057480.2	NP_057480.2
CTF1	CTF1	CTF1	TRUE	NP_001321.1	NP_001321.1
CCN2	CCN2	CTGF	TRUE	NP_001892.1	NP_001892.1
CTH	CTH	CTH	TRUE	NP_001893.2	NP_001893.2
CTHRC1	CTHRC1	CTHRC1	TRUE	NP_612464.1	NP_612464.1
CTIF	CTIF	CTIF	TRUE	NP_055587.1;NP_001135869.1	NP_055587.1;NP_001135869.1
CTNNA1	CTNNA1	CTNNA1	TRUE	NP_001310911.1	NP_001310911.1
CTNNA2	CTNNA2	CTNNA2	TRUE	NP_004380.2	NP_004380.2;NP_001269526.1;NP_001269527.1
CTNNA3	CTNNA3	CTNNA3	TRUE	NP_001120856.1	NP_001120856.1
CTNNAL1	CTNNAL1	CTNNAL1	TRUE	NP_001273903.1	NP_001273903.1
CTNNB1	CTNNB1	CTNNB1	TRUE	NP_001091679.1	NA
CTNNBIP1	CTNNBIP1	CTNNBIP1	TRUE	NP_001012329.1	NP_001012329.1
CTNNBL1	CTNNBL1	CTNNBL1	TRUE	NP_110517.2	NP_110517.2
CTNND1	CTNND1	CTNND1	TRUE	NP_001078929.1	NP_001078929.1;NP_001322.1
CTNND2	CTNND2	CTNND2	TRUE	NP_001323.1;NP_001351057.1	NP_001323.1;NP_001351057.1
CTPS1	CTPS1	CTPS1	TRUE	NP_001896.2	NP_001896.2
CTPS2	CTPS2	CTPS2	TRUE	NP_001137474.1	NP_001137474.1
CTR9	CTR9	CTR9	TRUE	NP_055448.1	NP_055448.1
CTSA	CTSA	CTSA	TRUE	NP_000299.2	NP_000299.2
CTSB	CTSB	CTSB	TRUE	NP_001899.1	NP_001899.1
CTSC	CTSC	CTSC	TRUE	NP_001805.3	NP_001805.3
CTSD	CTSD	CTSD	TRUE	NP_001900.1	NP_001900.1
CTSF	CTSF	CTSF	TRUE	NP_003784.2	NP_003784.2
CTSG	CTSG	CTSG	TRUE	NP_001902.1	NP_001902.1
CTSH	CTSH	CTSH	TRUE	NP_004381.2	NP_004381.2
CTSL	CTSL	CTSL	TRUE	NP_001244900.1	NP_001244900.1
CTSO	CTSO	CTSO	TRUE	NP_001325.1	NP_001325.1
CTSS	CTSS	CTSS	TRUE	NP_004070.3	NP_004070.3
CTSZ	CTSZ	CTSZ	TRUE	NP_001327.2	NP_001327.2
CTTN	CTTN	CTTN	TRUE	NP_005222.2;NP_612632.1	NP_005222.2
CTTNBP2	CTTNBP2	CTTNBP2	TRUE	NP_001350278.1	NP_219499.1
CTTNBP2NL	CTTNBP2NL	CTTNBP2NL	TRUE	NP_061174.1	NP_061174.1
CTU1	CTU1	CTU1	TRUE	NP_660275.2	NP_660275.2
CTU2	CTU2	CTU2	TRUE	NP_001012777.1	NP_001012777.1
CTXN1	CTXN1	CTXN1	TRUE	NP_996664.1	NP_996664.1
CUEDC1	CUEDC1	CUEDC1	TRUE	NP_001258804.1	NP_001258804.1
CUEDC2	CUEDC2	CUEDC2	TRUE	NP_076945.2	NP_076945.2
CUL1	CUL1	CUL1	TRUE	NP_003583.2	NP_003583.2
CUL2	CUL2	CUL2	TRUE	NP_001185706.1	NP_001185706.1
CUL3	CUL3	CUL3	TRUE	NP_003581.1	NP_003581.1
CUL4A	CUL4A	CUL4A	TRUE	NP_001008895.1	NP_001008895.1
CUL4B	CUL4B	CUL4B	TRUE	NP_001073341.1;NP_001317553.1	NP_001073341.1;NP_001317553.1
CUL5	CUL5	CUL5	TRUE	NP_003469.2	NP_003469.2
CUL7	CUL7	CUL7	TRUE	NP_001161842.1	NP_001161842.1;NP_055595.2
CUL9	CUL9	CUL9	TRUE	NP_055904.1	NP_055904.1
CUTA	CUTA	CUTA	TRUE	NP_001014433.1	NP_001014433.1
CUTC	CUTC	CUTC	TRUE	NP_057044.2	NP_057044.2
CUX1	CUX1	CUX1	TRUE	NP_001189472.1;NP_001904.2	NP_001189472.1;NP_001904.2
CWC15	CWC15	CWC15	TRUE	NP_001350300.1	NP_001350300.1
CWC22	CWC22	CWC22	TRUE	NP_065994.1	NP_065994.1
CWC25	CWC25	CWC25	TRUE	NA	NP_060218.1
CWC27	CWC27	CWC27	TRUE	NP_005860.2	NP_005860.2
CWF19L1	CWF19L1	CWF19L1	TRUE	NP_060764.3	NP_060764.3
CWF19L2	CWF19L2	CWF19L2	TRUE	NP_689647.2	NP_689647.2
CX3CL1	CX3CL1	CX3CL1	TRUE	NP_002987.1	NP_002987.1
CXADR	CXADR	CXADR	TRUE	NP_001329.1	NP_001329.1
CXCL12	CXCL12	CXCL12	TRUE	NP_000600.1	NP_000600.1
CXCL14	CXCL14	CXCL14	TRUE	NP_004878.2	NP_004878.2
CXCL16	CXCL16	CXCL16	TRUE	NP_001094282.1	NP_001094282.1
CXCL5	CXCL5	CXCL5	TRUE	NP_002985.1	NP_002985.1
CXCL8	CXCL8	CXCL8	TRUE	NP_000575.1	NP_000575.1
CXCR4	CXCR4	CXCR4	TRUE	NP_001008540.1	NP_001008540.1
CXorf38	CXorf38	CXorf38	TRUE	NP_659407.1	NP_659407.1
STEEP1	STEEP1	CXorf56	TRUE	NP_071384.1	NP_071384.1
RADX	RADX	CXorf57	TRUE	NP_001171711.1	NP_060485.4
CXXC1	CXXC1	CXXC1	TRUE	NP_001095124.1	NP_001095124.1
CXXC5	CXXC5	CXXC5	TRUE	NP_001304128.1	NP_001304128.1
CYB561	CYB561	CYB561	TRUE	NP_001017916.1	NP_001017916.1
CYB561D2	CYB561D2	CYB561D2	TRUE	NP_001278213.1	NP_001278213.1
CYB5A	CYB5A	CYB5A	TRUE	NP_001905.1	NP_001905.1
CYB5B	CYB5B	CYB5B	TRUE	NP_085056.2	NP_085056.2
CYB5R1	CYB5R1	CYB5R1	TRUE	NP_057327.2	NP_057327.2
CYB5R2	CYB5R2	CYB5R2	TRUE	NP_001289755.1	NP_001289755.1
CYB5R3	CYB5R3	CYB5R3	TRUE	NP_000389.1	NP_000389.1
CYB5R4	CYB5R4	CYB5R4	TRUE	NP_057314.2	NP_057314.2
CYBA	CYBA	CYBA	TRUE	NP_000092.2	NP_000092.2
CYBB	CYBB	CYBB	TRUE	NP_000388.2	NP_000388.2
CYBC1	CYBC1	CYBC1	TRUE	NP_001028218.1	NP_001028218.1
CYBRD1	CYBRD1	CYBRD1	TRUE	NP_001243838.1	NP_001243838.1
CYC1	CYC1	CYC1	TRUE	NP_001907.2	NP_001907.2
CYCS	CYCS	CYCS	TRUE	NP_061820.1	NP_061820.1
CYFIP1	CYFIP1	CYFIP1	TRUE	NP_001274739.1	NP_001274739.1
CYFIP2	CYFIP2	CYFIP2	TRUE	NP_001032410.1	NP_001032410.1
CYGB	CYGB	CYGB	TRUE	NP_599030.1	NP_599030.1
ZFTRAF1	ZFTRAF1	CYHR1	TRUE	NP_001317547.1	NP_001317547.1
CYLD	CYLD	CYLD	TRUE	NP_001035814.1	NP_001035814.1
CYP1B1	CYP1B1	CYP1B1	TRUE	NP_000095.2	NP_000095.2
CYP20A1	CYP20A1	CYP20A1	TRUE	NP_803882.1	NP_803882.1
CYP27A1	CYP27A1	CYP27A1	TRUE	NP_000775.1	NP_000775.1
CYP2J2	CYP2J2	CYP2J2	TRUE	NP_000766.2	NP_000766.2
CYP2S1	CYP2S1	CYP2S1	TRUE	NP_085125.1	NP_085125.1
CYP2U1	CYP2U1	CYP2U1	TRUE	NP_898898.1	NP_898898.1
CYP46A1	CYP46A1	CYP46A1	TRUE	NP_006659.1	NP_006659.1
CYP4F11	CYP4F11	CYP4F11	TRUE	NP_001122404.1	NP_001122404.1
CYP4V2	CYP4V2	CYP4V2	TRUE	NA	NP_997235.3
CYP4X1	CYP4X1	CYP4X1	TRUE	NP_001307218.1	NP_828847.1
CYP51A1	CYP51A1	CYP51A1	TRUE	NP_000777.1	NP_000777.1
CYP7B1	CYP7B1	CYP7B1	TRUE	NP_004811.1	NP_001311041.1
CCN1	CCN1	CYR61	TRUE	NP_001545.2	NP_001545.2
CYSTM1	CYSTM1	CYSTM1	TRUE	NP_115788.1	NP_115788.1
CYTH1	CYTH1	CYTH1	TRUE	NP_004753.1	NP_004753.1
CYTH2	CYTH2	CYTH2	TRUE	NP_004219.3	NP_004219.3
CYTH3	CYTH3	CYTH3	TRUE	NP_004218.1	NP_004218.1
CYTH4	CYTH4	CYTH4	TRUE	NP_001304953.1	NP_037517.1
D2HGDH	D2HGDH	D2HGDH	TRUE	NP_689996.4	NP_689996.4
DAAM1	DAAM1	DAAM1	TRUE	NP_001257449.1	NP_001257449.1
DAAM2	DAAM2	DAAM2	TRUE	NP_001188356.1	NP_001188356.1
DAB1	DAB1	DAB1	TRUE	NP_001340912.1	NP_001340912.1
DAB2	DAB2	DAB2	TRUE	NP_001334.2	NP_001334.2
DAB2IP	DAB2IP	DAB2IP	TRUE	NP_115941.2	NP_115941.2
DACT3	DACT3	DACT3	TRUE	NP_659493.2	NP_659493.2
DAD1	DAD1	DAD1	TRUE	NP_001335.1	NP_001335.1
DAG1	DAG1	DAG1	TRUE	NP_001159400.2	NP_001159400.2
DAGLA	DAGLA	DAGLA	TRUE	NP_006124.1	NP_006124.1
DAGLB	DAGLB	DAGLB	TRUE	NP_631918.3	NP_631918.3
DALRD3	DALRD3	DALRD3	TRUE	NP_001009996.1	NP_001009996.1
DAP	DAP	DAP	TRUE	NP_004385.1	NP_004385.1
DAP3	DAP3	DAP3	TRUE	NP_001186778.1	NP_001186778.1
DAPK1	DAPK1	DAPK1	TRUE	NP_001275658.1	NP_001275658.1
DAPK2	DAPK2	DAPK2	TRUE	NA	NP_055141.2
DAPK3	DAPK3	DAPK3	TRUE	NP_001339.1	NP_001339.1
DARS1	DARS1	DARS	TRUE	NP_001340.2	NP_001340.2
DARS2	DARS2	DARS2	TRUE	NP_060592.2	NP_060592.2
DAXX	DAXX	DAXX	TRUE	NP_001135441.1	NP_001135441.1
DAZAP1	DAZAP1	DAZAP1	TRUE	NP_001338962.1	NP_001338962.1
DAZAP2	DAZAP2	DAZAP2	TRUE	NP_001129736.1;NP_001129741.1	NP_001129736.1;NP_001129741.1
DBH	DBH	DBH	TRUE	NP_000778.3	NP_000778.3
DBI	DBI	DBI	TRUE	NP_001073331.1	NP_001073331.1;NP_001171513.1
DBN1	DBN1	DBN1	TRUE	NP_001350470.1;NP_004386.2;NP_001351080.1	NP_001350470.1;NP_004386.2;NP_001351080.1
DBNDD1	DBNDD1	DBNDD1	TRUE	NP_001036075.1	NP_001036075.1
DBNL	DBNL	DBNL	TRUE	NP_001014436.1;NP_001349652.1;NP_054782.2	NP_001014436.1;NP_001116428.1
DBR1	DBR1	DBR1	TRUE	NP_057300.2	NP_057300.2
DBT	DBT	DBT	TRUE	NP_001909.3	NP_001909.3
DCAF1	DCAF1	DCAF1	TRUE	NP_001165375.1	NP_001165375.1
DCAF10	DCAF10	DCAF10	TRUE	NP_077321.3	NP_077321.3
DCAF11	DCAF11	DCAF11	TRUE	NP_001156956.1	NP_001156956.1
DCAF13	DCAF13	DCAF13	TRUE	NP_056235.4	NP_056235.4
DCAF15	DCAF15	DCAF15	TRUE	NP_612362.2	NP_612362.2
DCAF16	DCAF16	DCAF16	TRUE	NP_001332809.1	NP_001332809.1
DCAF5	DCAF5	DCAF5	TRUE	NP_001271135.1	NP_001271135.1
DCAF6	DCAF6	DCAF6	TRUE	NP_001017977.1	NP_001185885.1
DCAF7	DCAF7	DCAF7	TRUE	NP_005819.3	NP_005819.3
DCAF8	DCAF8	DCAF8	TRUE	NP_056541.2	NP_056541.2
DCAKD	DCAKD	DCAKD	TRUE	NP_001122103.1	NP_001122103.1
DCBLD1	DCBLD1	DCBLD1	TRUE	NP_775945.1	NP_775945.1
DCBLD2	DCBLD2	DCBLD2	TRUE	NP_563615.3	NP_563615.3
DCC	DCC	DCC	TRUE	NP_005206.2	NP_005206.2
DCD	DCD	DCD	TRUE	NP_001287783.1	NP_444513.1
DCDC2	DCDC2	DCDC2	TRUE	NP_001182539.1	NP_001182539.1
DCHS1	DCHS1	DCHS1	TRUE	NP_003728.1	NP_003728.1
DCK	DCK	DCK	TRUE	NP_000779.1	NP_000779.1
DCLK1	DCLK1	DCLK1	TRUE	NP_001317000.1;NP_001182359.1;NP_004725.1	NP_001317000.1;NP_004725.1;NP_001182359.1
DCLK2	DCLK2	DCLK2	TRUE	NP_001035350.2;NP_001035351.4	NP_001035350.2;NP_001035351.4
DCLRE1C	DCLRE1C	DCLRE1C	TRUE	NP_001029027.1	NP_001029027.1
DCN	DCN	DCN	TRUE	NP_001911.1	NP_001911.1
DCP1A	DCP1A	DCP1A	TRUE	NP_060873.4	NP_060873.4
DCP1B	DCP1B	DCP1B	TRUE	NP_689853.3	NP_689853.3
DCP2	DCP2	DCP2	TRUE	NP_689837.2	NP_689837.2
DCPS	DCPS	DCPS	TRUE	NP_054745.1	NP_054745.1
DCTD	DCTD	DCTD	TRUE	NP_001012750.1	NP_001012750.1
DCTN1	DCTN1	DCTN1	TRUE	NP_001177766.1;NP_001128512.1	NP_001177766.1;NP_001128512.1
DCTN2	DCTN2	DCTN2	TRUE	NP_001248342.1	NP_001248342.1
DCTN3	DCTN3	DCTN3	TRUE	NP_009165.1	NP_009165.1
DCTN4	DCTN4	DCTN4	TRUE	NP_057305.1	NP_057305.1;NP_001129115.1
DCTN5	DCTN5	DCTN5	TRUE	NP_115875.1	NP_115875.1
DCTN6	DCTN6	DCTN6	TRUE	NP_006562.1	NP_006562.1
DCTPP1	DCTPP1	DCTPP1	TRUE	NP_077001.1	NP_077001.1
DCUN1D1	DCUN1D1	DCUN1D1	TRUE	NP_065691.2	NP_065691.2
DCUN1D2	DCUN1D2	DCUN1D2	TRUE	NP_001014305.1	NP_001014305.1
DCUN1D3	DCUN1D3	DCUN1D3	TRUE	NP_775746.1	NP_775746.1
DCUN1D4	DCUN1D4	DCUN1D4	TRUE	NP_001035492.1	NP_001274684.1
DCUN1D5	DCUN1D5	DCUN1D5	TRUE	NP_115675.1	NP_115675.1
DCX	DCX	DCX	TRUE	NP_835364.1;NP_001182482.1	NP_000546.2;NP_001182482.1
DCXR	DCXR	DCXR	TRUE	NP_001182147.1	NP_057370.1
DDA1	DDA1	DDA1	TRUE	NP_076955.1	NP_076955.1
DDAH1	DDAH1	DDAH1	TRUE	NP_036269.1	NP_036269.1
DDAH2	DDAH2	DDAH2	TRUE	NP_001289936.1	NP_001289936.1
DDB1	DDB1	DDB1	TRUE	NP_001914.3	NP_001914.3
DDB2	DDB2	DDB2	TRUE	NP_000098.1	NP_000098.1
DDHD1	DDHD1	DDHD1	TRUE	NP_001153620.1	NP_001153620.1;NP_001153619.1
DDHD2	DDHD2	DDHD2	TRUE	NP_001157704.1	NP_001157704.1
DDI2	DDI2	DDI2	TRUE	NP_115717.3	NP_115717.3
DDN	DDN	DDN	TRUE	NP_055901.2	NP_055901.2
DDO	DDO	DDO	TRUE	NP_003640.2	NP_003640.2
DDOST	DDOST	DDOST	TRUE	NP_005207.2	NP_005207.2
DDR1	DDR1	DDR1	TRUE	NP_001284583.1	NP_001284583.1
DDR2	DDR2	DDR2	TRUE	NP_001014796.1	NP_001014796.1
DDRGK1	DDRGK1	DDRGK1	TRUE	NP_076424.1	NP_076424.1
DDT	DDT	DDT	TRUE	NP_001077861.1	NP_001077861.1
DDX1	DDX1	DDX1	TRUE	NP_004930.1	NP_004930.1
DDX10	DDX10	DDX10	TRUE	NP_004389.2	NP_004389.2
DDX17	DDX17	DDX17	TRUE	NP_001091974.1	NP_006377.2;NP_001091974.1
DDX18	DDX18	DDX18	TRUE	NP_006764.3	NP_006764.3
DDX19A	DDX19A	DDX19A	TRUE	NP_060802.1	NP_060802.1
DDX19B	DDX19B	DDX19B	TRUE	NP_009173.1	NP_009173.1
DDX20	DDX20	DDX20	TRUE	NP_009135.4	NP_009135.4
DDX21	DDX21	DDX21	TRUE	NP_004719.2	NP_004719.2
DDX23	DDX23	DDX23	TRUE	NP_004809.2	NP_004809.2
DDX24	DDX24	DDX24	TRUE	NP_065147.1	NP_065147.1
DDX25	DDX25	DDX25	TRUE	NP_037396.3	NP_037396.3
DDX27	DDX27	DDX27	TRUE	NP_001335116.1	NP_001335116.1
DDX28	DDX28	DDX28	TRUE	NP_060850.2	NP_060850.2
DDX31	DDX31	DDX31	TRUE	NP_073616.6	NP_073616.6
DDX39A	DDX39A	DDX39A	TRUE	NP_005795.2	NP_005795.2
DDX39B	DDX39B	DDX39B	TRUE	NP_004631.1	NP_004631.1
DDX3X	DDX3X	DDX3X	TRUE	NP_001180345.1	NP_001180345.1
DDX3Y	DDX3Y	DDX3Y	TRUE	NP_001116137.1	NP_001116137.1
DDX41	DDX41	DDX41	TRUE	NP_057306.2	NP_057306.2
DDX42	DDX42	DDX42	TRUE	NP_031398.2	NP_031398.2
DDX46	DDX46	DDX46	TRUE	NP_001287789.1;NP_055644.2	NP_055644.2;NP_001287789.1
DDX47	DDX47	DDX47	TRUE	NP_057439.2	NP_057439.2
DDX49	DDX49	DDX49	TRUE	NP_061943.2	NP_061943.2
DDX5	DDX5	DDX5	TRUE	NP_001307524.1	NP_001307524.1
DDX50	DDX50	DDX50	TRUE	NP_076950.1	NP_076950.1
DDX51	DDX51	DDX51	TRUE	NP_778236.2	NP_778236.2
DDX52	DDX52	DDX52	TRUE	NP_008941.3	NP_008941.3
DDX54	DDX54	DDX54	TRUE	NP_001104792.1;NP_076977.3	NP_001104792.1;NP_076977.3
DDX55	DDX55	DDX55	TRUE	NP_065987.1	NP_065987.1
DDX56	DDX56	DDX56	TRUE	NP_061955.1	NP_001244118.1
DDX58	DDX58	DDX58	TRUE	NP_055129.2	NP_055129.2
DDX59	DDX59	DDX59	TRUE	NP_001026895.2	NP_001026895.2
DDX6	DDX6	DDX6	TRUE	NP_001244120.1	NP_001244120.1
DDX60	DDX60	DDX60	TRUE	NP_060101.3	NP_060101.3
DDX60L	DDX60L	DDX60L	TRUE	NP_001012985.2	NP_001012985.2
DECR1	DECR1	DECR1	TRUE	NP_001317504.1	NP_001317504.1
DECR2	DECR2	DECR2	TRUE	NP_065715.1	NP_065715.1
DEF6	DEF6	DEF6	TRUE	NP_071330.3	NP_071330.3
DEF8	DEF8	DEF8	TRUE	NP_001229745.1	NP_001229745.1
DEFA1B	DEFA1B	DEFA1B	TRUE	NP_001035965.1	NP_001035965.1
DEFA3	DEFA3	DEFA3	TRUE	NP_005208.1	NP_005208.1
DEFA4	DEFA4	DEFA4	TRUE	NP_001916.1	NP_001916.1
DEGS1	DEGS1	DEGS1	TRUE	NP_003667.1	NP_003667.1
DEK	DEK	DEK	TRUE	NP_003463.1	NP_003463.1
DENND1A	DENND1A	DENND1A	TRUE	NP_001339893.1	NP_065997.1;NP_001339893.1
DENND1B	DENND1B	DENND1B	TRUE	NP_001182144.1	NP_001182144.1
DENND1C	DENND1C	DENND1C	TRUE	NP_001277260.1	NP_001277260.1
DENND2A	DENND2A	DENND2A	TRUE	NP_001304981.1	NP_001304981.1
DENND2D	DENND2D	DENND2D	TRUE	NA	NP_001258762.1
DENND3	DENND3	DENND3	TRUE	NP_001339819.2	NP_001339819.2
DENND4A	DENND4A	DENND4A	TRUE	NP_001138295.1	NP_001138295.1
DENND4B	DENND4B	DENND4B	TRUE	NP_055671.2	NP_055671.2
DENND4C	DENND4C	DENND4C	TRUE	NP_060395.5	NP_001317569.1;NP_060395.5
DENND5A	DENND5A	DENND5A	TRUE	NP_001230183.1	NP_001335677.1
DENND5B	DENND5B	DENND5B	TRUE	NP_001295268.1	NP_001295268.1
DENND6A	DENND6A	DENND6A	TRUE	NP_689891.1	NP_689891.1
DENR	DENR	DENR	TRUE	NP_003668.2	NP_003668.2
DEPDC5	DEPDC5	DEPDC5	TRUE	NP_001129501.1	NP_001129501.1
DEPTOR	DEPTOR	DEPTOR	TRUE	NP_073620.2	NP_073620.2
DERA	DERA	DERA	TRUE	NP_057038.2	NP_057038.2
DERL1	DERL1	DERL1	TRUE	NP_001128143.1	NP_001128143.1
DERL2	DERL2	DERL2	TRUE	NP_001291706.1	NP_001291706.1
DES	DES	DES	TRUE	NP_001918.3	NP_001918.3
DESI1	DESI1	DESI1	TRUE	NP_056519.1	NP_056519.1
DESI2	DESI2	DESI2	TRUE	NP_001284675.1	NP_057160.2
DET1	DET1	DET1	TRUE	NP_001137546.1	NP_060466.2
DFFA	DFFA	DFFA	TRUE	NP_998731.1;NP_004392.1	NP_004392.1;NP_998731.1
DFFB	DFFB	DFFB	TRUE	NP_001269598.1	NP_001269598.1
DGAT1	DGAT1	DGAT1	TRUE	NP_036211.2	NP_036211.2
DGCR2	DGCR2	DGCR2	TRUE	NP_001171710.1	NP_001171710.1
DGCR8	DGCR8	DGCR8	TRUE	NP_001177255.1	NP_001177255.1
DGKA	DGKA	DGKA	TRUE	NP_001336.2	NP_001336.2
DGKB	DGKB	DGKB	TRUE	NP_001337634.1;NP_001337640.1	NP_001337636.1;NP_001337634.1;NP_001337646.1
DGKD	DGKD	DGKD	TRUE	NP_003639.2	NP_003639.2
DGKE	DGKE	DGKE	TRUE	NP_003638.1	NP_003638.1
DGKG	DGKG	DGKG	TRUE	NP_001074214.1	NP_001337.2
DGKH	DGKH	DGKH	TRUE	NP_001191433.1	NP_001191433.1
DGKI	DGKI	DGKI	TRUE	NP_001308637.1	NP_001308637.1
DGKQ	DGKQ	DGKQ	TRUE	NP_001338.2	NP_001338.2
DGKZ	DGKZ	DGKZ	TRUE	NP_963290.1;NP_001099010.1	NP_963290.1;NP_001099010.1
DGLUCY	DGLUCY	DGLUCY	TRUE	NP_001095838.1	NP_001095838.1
DGUOK	DGUOK	DGUOK	TRUE	NP_550438.1	NP_550438.1
DHCR24	DHCR24	DHCR24	TRUE	NP_055577.1	NP_055577.1
DHCR7	DHCR7	DHCR7	TRUE	NP_001157289.1	NP_001157289.1
DHDDS	DHDDS	DHDDS	TRUE	NP_001230494.1	NP_001230494.1
